Class_ID,train,val,test,Total
1359517,300,86,43,429
1359518,108,31,16,155
1359519,237,69,34,340
1359520,51,14,8,73
1359521,168,48,25,241
1359523,96,28,14,138
1359524,104,30,15,149
1359525,266,76,39,381
1359526,134,38,20,192
1359527,60,18,9,87
1359528,186,53,27,266
1359530,186,54,27,267
1359531,101,29,15,145
1359537,144,42,21,207
1359545,234,67,34,335
1359546,8,2,2,12
1359547,195,56,28,279
1359548,246,70,36,352
1359549,51,14,8,73
1359551,184,53,27,264
1359557,159,46,23,228
1359562,240,69,35,344
1359564,6,2,1,9
1359565,190,54,28,272
1359569,154,44,23,221
1359570,137,40,20,197
1359572,144,41,21,206
1359573,197,56,29,282
1359575,326,94,47,467
1359578,218,62,32,312
1359579,190,54,28,272
1359581,278,80,40,398
1359587,140,40,20,200
1359588,115,33,17,165
1359589,169,48,25,242
1359590,172,49,25,246
1359591,112,32,16,160
1359592,202,58,29,289
1359593,10,3,2,15
1359595,121,34,18,173
1359596,224,64,33,321
1359597,46,14,7,67
1359600,16,4,3,23
1359601,212,60,31,303
1359602,70,20,10,100
1359603,143,41,21,205
1359606,63,18,10,91
1359612,142,41,21,204
1359614,27,8,4,39
1359615,45,13,7,65
1359616,424,122,61,607
1359620,350,100,50,500
1359622,212,61,31,304
1359625,278,80,40,398
1359627,242,69,35,346
1359632,79,22,12,113
1359634,73,21,11,105
1359635,312,90,45,447
1359636,121,34,18,173
1359637,138,40,20,198
1359639,228,65,33,326
1359641,115,33,17,165
1359645,205,59,30,294
1359649,242,69,35,346
1359650,149,42,22,213
1359658,398,114,57,569
1359659,364,104,53,521
1359662,359,103,52,514
1359664,168,48,24,240
1359665,112,32,17,161
1359667,79,22,12,113
1359668,225,64,33,322
1359669,218,62,32,312
1359673,255,73,37,365
1359675,390,112,56,558
1359676,434,124,63,621
1359677,418,120,60,598
1359678,357,102,51,510
1359680,300,86,43,429
1359681,333,96,48,477
1359683,111,32,16,159
1359684,163,47,24,234
1359685,158,45,23,226
1359686,327,94,47,468
1359688,255,73,37,365
1359690,74,22,11,107
1359691,34,10,5,49
1359697,6,2,1,9
1359710,122,35,18,175
1359712,160,46,23,229
1359714,129,37,19,185
1359715,135,39,20,194
1359716,60,18,9,87
1359717,14,4,3,21
1359718,136,39,20,195
1359719,123,35,18,176
1359720,10,3,2,15
1359721,100,29,15,144
1359723,100,29,15,144
1359725,124,36,18,178
1359726,169,48,25,242
1359727,11,3,2,16
1359728,119,34,18,171
1359733,178,51,26,255
1359734,205,59,30,294
1359735,145,42,21,208
1359737,113,32,17,162
1359739,197,56,29,282
1359740,179,51,26,256
1359750,222,64,32,318
1359752,227,65,33,325
1359754,200,58,29,287
1359757,225,64,33,322
1359758,261,75,38,374
1359759,6,2,1,9
1359760,352,101,51,504
1359761,239,68,35,342
1359762,180,52,26,258
1359766,17,5,3,25
1359767,177,50,26,253
1359770,6,2,1,9
1359772,248,71,36,355
1359774,163,46,24,233
1359778,46,14,7,67
1359779,44,12,7,63
1359782,9,3,2,14
1359786,2,1,1,4
1359790,17,5,3,25
1359792,266,76,39,381
1359794,39,11,6,56
1359796,1,0,1,2
1359800,4,2,1,7
1359802,156,45,23,224
1359804,292,84,42,418
1359810,103,30,15,148
1359811,21,6,4,31
1359812,46,13,7,66
1359813,114,33,17,164
1359820,68,20,10,98
1359821,18,6,3,27
1359822,1,0,1,2
1359823,132,38,19,189
1359824,2,0,1,3
1359825,105,30,15,150
1359826,16,4,3,23
1359833,4,2,1,7
1359834,175,50,26,251
1359835,237,69,34,340
1359837,14,4,2,20
1359838,23,7,4,34
1359841,147,42,22,211
1359843,122,35,18,175
1359844,63,18,10,91
1359845,297,85,43,425
1359847,191,55,28,274
1359849,100,28,15,143
1359853,182,52,27,261
1359856,144,41,21,206
1359857,34,10,5,49
1359859,24,7,4,35
1359860,230,67,33,330
1359864,44,12,7,63
1359871,215,62,31,308
1359873,284,81,41,406
1359879,18,6,3,27
1359880,160,46,23,229
1359882,21,6,3,30
1359883,106,30,16,152
1359885,150,43,22,215
1359888,53,16,8,77
1359892,199,57,29,285
1359895,148,42,22,212
1359897,118,34,17,169
1359901,36,10,6,52
1359906,7,2,1,10
1359909,65,18,10,93
1359912,60,18,9,87
1359914,18,6,3,27
1359917,56,16,8,80
1359918,108,31,16,155
1359921,34,10,5,49
1359925,121,34,18,173
1359929,105,30,16,151
1359930,32,9,5,46
1359937,168,48,25,241
1359943,282,81,41,404
1359944,167,48,24,239
1359945,32,9,5,46
1359950,140,40,21,201
1359952,166,48,24,238
1359959,249,72,36,357
1359965,233,67,34,334
1359967,5,2,1,8
1359970,144,41,21,206
1359973,226,65,33,324
1359976,54,16,8,78
1359977,98,28,15,141
1359978,244,70,35,349
1359979,203,58,30,291
1359980,117,34,17,168
1359981,226,65,33,324
1359982,136,39,20,195
1359987,147,42,21,210
1359988,154,44,23,221
1359990,26,8,4,38
1359995,14,4,3,21
1360006,219,62,32,313
1360009,11,3,2,16
1360013,9,3,2,14
1360015,130,38,19,187
1360020,11,4,2,17
1360026,63,18,10,91
1360030,23,6,4,33
1360034,128,36,19,183
1360035,135,39,20,194
1360036,8,2,2,12
1360039,11,4,2,17
1360054,195,56,28,279
1360059,66,19,10,95
1360070,102,30,15,147
1360075,221,63,32,316
1360092,174,50,25,249
1360097,23,7,4,34
1360099,113,32,17,162
1360101,235,67,34,336
1360104,152,44,22,218
1360110,186,54,27,267
1360115,79,22,12,113
1360116,231,66,34,331
1360119,20,6,3,29
1360120,329,94,48,471
1360127,201,58,29,288
1360129,151,44,22,217
1360130,171,49,25,245
1360132,354,101,51,506
1360133,192,55,28,275
1360135,268,76,39,383
1360137,203,58,30,291
1360138,102,29,15,146
1360140,150,43,22,215
1360141,347,100,50,497
1360142,164,47,24,235
1360143,183,52,27,262
1360145,294,84,42,420
1360146,28,8,5,41
1360147,159,46,23,228
1360148,169,48,25,242
1360150,112,32,16,160
1360152,147,42,21,210
1360153,226,64,33,323
1360154,129,37,19,185
1360155,322,92,47,461
1360158,192,55,28,275
1360159,298,85,43,426
1360161,368,106,53,527
1360162,258,74,37,369
1360164,221,64,32,317
1360168,112,32,16,160
1360169,112,32,16,160
1360175,142,40,21,203
1360178,35,10,6,51
1360179,88,26,13,127
1360182,336,96,48,480
1360184,156,44,23,223
1360185,301,86,43,430
1360186,22,6,4,32
1360187,318,91,46,455
1360188,184,53,27,264
1360193,298,86,43,427
1360194,119,34,18,171
1360196,188,54,27,269
1360203,240,69,35,344
1360204,182,52,26,260
1360205,160,46,23,229
1360207,42,12,7,61
1360208,168,48,25,241
1360211,90,26,13,129
1360213,127,36,19,182
1360215,130,37,19,186
1360216,132,38,19,189
1360217,154,44,23,221
1360219,205,58,30,293
1360220,33,10,5,48
1360222,317,91,46,454
1360223,193,56,28,277
1360224,27,8,4,39
1360226,205,59,30,294
1360227,73,21,11,105
1360228,28,8,4,40
1360229,208,60,30,298
1360231,261,75,38,374
1360241,28,8,4,40
1360243,89,26,13,128
1360247,291,83,42,416
1360251,42,12,6,60
1360255,136,39,20,195
1360257,555,158,80,793
1360259,366,104,53,523
1360260,385,110,56,551
1360261,278,80,40,398
1360262,388,111,56,555
1360267,256,73,37,366
1360268,62,19,9,90
1360269,172,49,25,246
1360271,331,95,48,474
1360272,186,54,27,267
1360275,355,102,51,508
1360289,5,2,1,8
1360290,381,109,55,545
1360291,2,0,1,3
1360292,81,24,12,117
1360293,364,104,52,520
1360297,242,70,35,347
1360298,14,4,3,21
1360299,200,57,29,286
1360300,323,92,47,462
1360303,165,48,24,237
1360304,149,42,22,213
1360306,196,56,28,280
1360307,231,66,34,331
1360311,157,45,23,225
1360312,159,46,23,228
1360313,241,69,35,345
1360316,385,110,55,550
1360317,355,102,51,508
1360318,350,100,50,500
1360319,350,100,51,501
1360321,9,3,2,14
1360322,350,100,51,501
1360323,399,114,57,570
1360324,389,111,56,556
1360325,159,46,23,228
1360326,380,108,55,543
1360327,200,57,29,286
1360328,249,72,36,357
1360330,320,92,46,458
1360334,354,102,51,507
1360335,172,50,25,247
1360337,4,2,1,7
1360338,323,92,47,462
1360342,188,54,27,269
1360344,135,39,20,194
1360345,351,100,51,502
1360347,161,46,23,230
1360348,295,84,43,422
1360350,354,102,51,507
1360352,151,43,22,216
1360354,347,100,50,497
1360355,4,2,1,7
1360358,362,104,52,518
1360363,193,55,28,276
1360367,162,46,24,232
1360369,97,28,14,139
1360372,4,2,1,7
1360378,160,46,23,229
1360380,52,15,8,75
1360381,170,49,25,244
1360382,2,0,1,3
1360383,177,51,26,254
1360385,359,103,52,514
1360393,44,12,7,63
1360396,10,3,2,15
1360398,199,57,29,285
1360399,278,80,40,398
1360400,170,49,25,244
1360404,252,72,37,361
1360406,229,66,33,328
1360407,144,42,21,207
1360412,189,54,28,271
1360413,119,34,18,171
1360414,74,21,11,106
1360416,169,48,25,242
1360417,153,44,22,219
1360418,2,0,1,3
1360419,175,50,26,251
1360420,162,46,24,232
1360422,271,78,39,388
1360433,315,90,45,450
1360434,266,76,39,381
1360435,133,38,19,190
1360437,156,44,23,223
1360443,268,76,39,383
1360445,192,55,28,275
1360448,137,39,20,196
1360449,423,121,61,605
1360450,359,103,52,514
1360451,350,100,51,501
1360457,322,92,47,461
1360459,289,82,42,413
1360466,22,6,4,32
1360468,229,66,33,328
1360471,72,21,11,104
1360472,129,37,19,185
1360473,2,1,1,4
1360475,30,8,5,43
1360476,254,73,37,364
1360478,201,58,29,288
1360487,8,2,2,12
1360489,235,68,34,337
1360495,330,94,48,472
1360497,278,80,40,398
1360501,92,26,14,132
1360504,3,1,1,5
1360507,210,60,31,301
1360509,120,34,18,172
1360510,202,58,29,289
1360516,25,7,4,36
1360520,221,64,32,317
1360522,63,18,10,91
1360523,258,74,37,369
1360524,14,4,3,21
1360525,2,1,1,4
1360531,251,72,36,359
1360539,261,74,38,373
1360540,84,24,13,121
1360541,20,6,3,29
1360542,270,77,39,386
1360547,419,120,60,599
1360548,308,88,44,440
1360549,360,103,52,515
1360550,296,85,43,424
1360555,244,70,35,349
1360557,309,88,45,442
1360558,197,56,29,282
1360562,228,65,33,326
1360563,52,15,8,75
1360565,180,52,26,258
1360566,338,96,49,483
1360570,298,85,43,426
1360578,144,41,21,206
1360582,184,52,27,263
1360583,32,9,5,46
1360588,315,90,45,450
1360590,326,93,47,466
1360591,90,26,13,129
1360592,14,4,3,21
1360594,2,1,1,4
1360595,247,71,36,354
1360604,16,5,3,24
1360607,441,126,63,630
1360608,284,81,41,406
1360611,51,15,8,74
1360613,214,61,31,306
1360614,360,103,52,515
1360618,189,54,27,270
1360620,24,7,4,35
1360637,165,47,24,236
1360638,303,86,44,433
1360640,59,17,9,85
1360642,28,8,4,40
1360649,11,3,2,16
1360652,162,46,24,232
1360654,36,10,6,52
1360655,8,2,2,12
1360658,154,44,23,221
1360659,2,0,1,3
1360660,82,24,12,118
1360662,44,12,7,63
1360671,353,101,51,505
1360672,3,1,1,5
1360674,239,68,35,342
1360675,2,0,1,3
1360676,308,88,44,440
1360678,2,1,1,4
1360680,26,8,4,38
1360681,13,4,2,19
1360687,119,34,18,171
1360690,25,7,4,36
1360701,247,70,36,353
1360706,14,4,2,20
1360709,230,67,33,330
1360711,317,90,46,453
1360712,12,4,2,18
1360713,175,50,25,250
1360715,156,44,23,223
1360716,41,12,6,59
1360719,268,77,39,384
1360722,62,18,9,89
1360731,44,13,7,64
1360736,21,6,4,31
1360739,354,102,51,507
1360744,350,100,51,501
1360746,2,0,1,3
1360748,118,34,17,169
1360752,123,36,18,177
1360753,102,29,15,146
1360755,56,16,8,80
1360759,237,68,34,339
1360761,326,93,47,466
1360763,183,52,27,262
1360764,63,18,10,91
1360766,45,13,7,65
1360767,171,49,25,245
1360771,224,64,32,320
1360780,11,4,2,17
1360782,125,36,18,179
1360783,88,25,13,126
1360790,238,68,35,341
1360792,50,14,8,72
1360793,292,84,42,418
1360794,36,10,6,52
1360798,227,65,33,325
1360800,138,40,20,198
1360801,356,102,51,509
1360802,185,53,27,265
1360808,175,50,25,250
1360810,71,20,11,102
1360811,312,90,45,447
1360814,246,70,36,352
1360815,4,1,1,6
1360816,257,74,37,368
1360819,107,30,16,153
1360825,275,79,40,394
1360826,76,22,11,109
1360827,11,3,2,16
1360828,123,36,18,177
1360831,256,73,37,366
1360840,96,28,14,138
1360841,222,64,32,318
1360859,204,58,30,292
1360860,296,84,43,423
1360861,221,64,32,317
1360863,161,46,24,231
1360864,172,50,25,247
1360869,108,31,16,155
1360872,269,77,39,385
1360874,175,50,26,251
1360876,30,8,5,43
1360878,249,72,36,357
1360897,231,66,34,331
1360898,309,88,45,442
1360901,169,48,25,242
1360902,185,53,27,265
1360903,147,42,22,211
1360904,51,14,8,73
1360907,13,4,2,19
1360910,162,46,24,232
1360925,224,64,32,320
1360926,252,72,37,361
1360928,114,33,17,164
1360931,247,70,36,353
1360932,90,26,13,129
1360935,182,52,26,260
1360938,132,38,19,189
1360940,68,20,10,98
1360943,154,44,22,220
1360945,285,82,41,408
1360947,132,38,19,189
1360951,181,52,26,259
1360955,130,37,19,186
1360956,123,36,18,177
1360957,89,26,13,128
1360962,167,48,24,239
1360964,7,2,1,10
1360965,176,50,26,252
1360968,230,66,33,329
1360970,86,24,13,123
1360971,222,64,32,318
1360973,13,4,2,19
1360978,294,84,43,421
1360981,163,46,24,233
1360982,213,61,31,305
1360984,83,24,12,119
1360985,212,61,31,304
1360989,326,94,47,467
1360991,50,14,8,72
1360993,85,24,13,122
1360995,248,71,36,355
1360997,51,15,8,74
1360998,233,66,34,333
1360999,237,69,34,340
1361000,337,96,49,482
1361001,282,81,41,404
1361002,198,57,29,284
1361005,184,52,27,263
1361006,71,20,11,102
1361012,301,86,44,431
1361015,120,34,18,172
1361017,284,82,41,407
1361019,286,82,41,409
1361020,293,84,42,419
1361024,207,59,30,296
1361026,91,26,13,130
1361028,143,41,21,205
1361031,163,46,24,233
1361032,107,31,16,154
1361035,91,26,13,130
1361042,165,48,24,237
1361043,72,21,11,104
1361045,147,42,22,211
1361047,156,45,23,224
1361048,27,8,4,39
1361049,58,16,9,83
1361050,224,64,32,320
1361051,137,40,20,197
1361052,167,48,24,239
1361053,163,46,24,233
1361055,288,82,42,412
1361056,124,36,18,178
1361057,200,58,29,287
1361058,251,73,36,360
1361060,53,15,8,76
1361062,88,26,13,127
1361063,102,29,15,146
1361067,53,16,8,77
1361068,133,38,19,190
1361069,170,48,25,243
1361070,7,2,2,11
1361071,9,3,2,14
1361072,156,44,23,223
1361073,150,43,22,215
1361074,251,72,36,359
1361075,303,87,44,434
1361077,174,50,25,249
1361078,222,64,32,318
1361079,125,36,18,179
1361080,201,58,29,288
1361081,226,65,33,324
1361082,156,45,23,224
1361087,210,60,30,300
1361088,165,48,24,237
1361089,213,61,31,305
1361090,192,55,28,275
1361091,143,41,21,205
1361092,161,46,24,231
1361095,142,41,21,204
1361098,74,21,11,106
1361099,169,48,25,242
1361100,11,4,2,17
1361104,260,74,38,372
1361105,88,25,13,126
1361106,294,84,43,421
1361109,305,88,44,437
1361112,167,48,24,239
1361113,125,36,18,179
1361115,98,28,15,141
1361117,267,76,39,382
1361120,74,22,11,107
1361123,166,48,24,238
1361124,161,46,24,231
1361125,42,12,6,60
1361127,120,34,18,172
1361129,171,49,25,245
1361130,147,42,22,211
1361133,266,76,39,381
1361134,19,6,3,28
1361141,42,12,6,60
1361143,158,46,23,227
1361144,7,2,2,11
1361147,11,3,2,16
1361148,149,42,22,213
1361151,177,51,26,254
1361153,168,48,25,241
1361154,30,9,5,44
1361155,184,52,27,263
1361157,186,54,27,267
1361158,172,49,25,246
1361159,35,10,5,50
1361161,16,5,3,24
1361165,170,49,25,244
1361167,2,0,1,3
1361168,177,51,26,254
1361169,2,1,1,4
1361170,5,2,1,8
1361174,172,49,25,246
1361175,2,0,1,3
1361183,1,0,1,2
1361190,165,47,24,236
1361195,241,69,35,345
1361197,14,4,3,21
1361200,6,2,1,9
1361201,79,22,12,113
1361203,102,30,15,147
1361205,44,12,7,63
1361206,170,49,25,244
1361207,154,44,22,220
1361215,4,2,1,7
1361222,14,4,3,21
1361225,186,53,27,266
1361226,10,3,2,15
1361233,162,46,24,232
1361240,9,3,2,14
1361244,98,28,14,140
1361245,221,64,32,317
1361255,54,16,8,78
1361256,173,50,25,248
1361263,2,0,1,3
1361266,1,0,1,2
1361270,7,2,2,11
1361273,8,2,2,12
1361275,10,3,2,15
1361281,173,50,25,248
1361284,175,50,26,251
1361290,59,17,9,85
1361294,120,34,18,172
1361296,175,50,26,251
1361298,2,0,1,3
1361302,185,53,27,265
1361304,159,46,23,228
1361306,169,48,25,242
1361307,317,90,46,453
1361308,149,43,22,214
1361315,123,35,18,176
1361316,153,44,22,219
1361323,26,8,4,38
1361326,159,46,23,228
1361329,292,84,42,418
1361333,98,28,14,140
1361335,250,72,36,358
1361338,167,48,24,239
1361344,4,1,1,6
1361347,180,52,26,258
1361351,190,54,28,272
1361354,7,2,1,10
1361357,101,29,15,145
1361361,181,52,26,259
1361363,10,3,2,15
1361367,142,40,21,203
1361368,167,48,24,239
1361369,153,44,22,219
1361372,75,22,11,108
1361373,168,48,25,241
1361374,7,2,2,11
1361376,177,50,26,253
1361382,116,33,17,166
1361384,43,12,7,62
1361387,5,2,1,8
1361389,137,40,20,197
1361394,203,58,29,290
1361398,9,2,2,13
1361402,149,42,22,213
1361405,5,2,1,8
1361412,142,41,21,204
1361416,7,2,1,10
1361418,191,55,28,274
1361421,20,6,3,29
1361425,108,31,16,155
1361437,176,50,26,252
1361446,58,17,9,84
1361452,56,16,9,81
1361464,4,1,1,6
1361466,2,0,1,3
1361472,90,26,13,129
1361482,95,27,14,136
1361486,56,16,9,81
1361487,273,78,39,390
1361492,228,65,33,326
1361494,21,6,4,31
1361497,303,86,44,433
1361501,295,84,43,422
1361502,121,35,18,174
1361510,215,62,31,308
1361511,149,43,22,214
1361514,317,90,46,453
1361516,249,71,36,356
1361517,5,2,1,8
1361519,221,63,32,316
1361520,71,20,11,102
1361524,150,43,22,215
1361526,168,48,25,241
1361527,7,2,1,10
1361528,178,51,26,255
1361530,70,20,11,101
1361532,109,31,16,156
1361533,217,62,31,310
1361535,221,64,32,317
1361539,44,13,7,64
1361540,287,82,42,411
1361541,196,56,29,281
1361543,295,84,43,422
1361544,98,28,14,140
1361547,144,42,21,207
1361548,167,48,24,239
1361552,115,33,17,165
1361553,107,30,16,153
1361554,123,36,18,177
1361557,39,12,6,57
1361562,119,34,18,171
1361568,158,45,23,226
1361569,292,84,42,418
1361571,4,2,1,7
1361572,249,71,36,356
1361573,164,47,24,235
1361574,235,67,34,336
1361576,38,11,6,55
1361579,3,1,1,5
1361581,199,57,29,285
1361585,149,42,22,213
1361587,163,46,24,233
1361588,39,11,6,56
1361591,19,6,3,28
1361592,256,73,37,366
1361594,163,47,24,234
1361596,136,39,20,195
1361598,195,56,28,279
1361601,54,16,8,78
1361602,31,9,5,45
1361603,179,51,26,256
1361604,149,43,22,214
1361605,168,48,25,241
1361617,100,29,15,144
1361618,4,1,1,6
1361619,2,1,1,4
1361620,131,38,19,188
1361623,199,57,29,285
1361626,235,67,34,336
1361634,250,72,36,358
1361635,242,69,35,346
1361636,236,68,34,338
1361637,224,64,32,320
1361640,116,33,17,166
1361647,160,46,23,229
1361650,249,72,36,357
1361652,231,66,34,331
1361653,280,80,40,400
1361654,248,71,36,355
1361655,125,36,18,179
1361656,246,70,36,352
1361658,81,23,12,116
1361660,200,58,29,287
1361663,181,52,26,259
1361666,190,54,28,272
1361668,114,33,17,164
1361669,352,100,51,503
1361672,116,33,17,166
1361673,230,67,33,330
1361678,118,35,17,170
1361682,242,70,35,347
1361683,123,36,18,177
1361685,229,66,33,328
1361687,214,62,31,307
1361690,49,14,8,71
1361691,222,64,32,318
1361693,103,30,15,148
1361694,197,56,29,282
1361696,123,35,18,176
1361698,142,41,21,204
1361700,124,36,18,178
1361701,221,63,32,316
1361702,350,100,51,501
1361703,191,54,28,273
1361704,170,49,25,244
1361705,116,33,17,166
1361706,150,43,22,215
1361707,118,35,17,170
1361708,185,53,27,265
1361709,150,43,22,215
1361710,401,114,58,573
1361711,237,68,34,339
1361720,261,74,38,373
1361721,275,79,40,394
1361723,171,49,25,245
1361732,182,52,26,260
1361734,14,4,3,21
1361739,168,48,25,241
1361742,359,102,52,513
1361743,404,116,58,578
1361746,28,8,4,40
1361747,230,67,33,330
1361749,42,12,7,61
1361753,165,48,24,237
1361759,313,90,45,448
1361760,241,69,35,345
1361764,188,54,27,269
1361768,1,0,1,2
1361769,24,7,4,35
1361771,277,80,40,397
1361772,273,78,40,391
1361781,167,48,24,239
1361786,175,50,25,250
1361790,341,98,49,488
1361792,351,100,51,502
1361800,240,68,35,343
1361801,337,96,49,482
1361803,118,35,17,170
1361805,178,51,26,255
1361806,189,54,27,270
1361807,111,32,16,159
1361819,298,85,43,426
1361820,186,54,27,267
1361823,261,74,38,373
1361824,268,76,39,383
1361825,94,27,14,135
1361829,239,68,35,342
1361833,13,4,2,19
1361837,110,32,16,158
1361840,18,6,3,27
1361842,153,44,22,219
1361844,23,6,4,33
1361847,308,88,45,441
1361850,191,55,28,274
1361859,188,54,27,269
1361862,132,38,19,189
1361863,322,92,46,460
1361864,403,115,58,576
1361872,117,34,17,168
1361878,135,39,20,194
1361883,230,66,33,329
1361884,8,2,2,12
1361885,182,52,26,260
1361889,147,42,22,211
1361891,191,54,28,273
1361892,116,34,17,167
1361898,219,63,32,314
1361900,347,100,50,497
1361912,166,48,24,238
1361914,175,50,25,250
1361917,106,30,16,152
1361926,304,87,44,435
1361932,134,38,20,192
1361944,151,43,22,216
1361947,358,102,52,512
1361953,357,102,51,510
1361957,203,58,30,291
1361959,192,55,28,275
1361960,318,91,46,455
1361968,84,24,13,121
1361969,191,55,28,274
1361971,122,35,18,175
1361985,195,56,28,279
1361986,141,40,21,202
1361993,284,82,41,407
1361996,217,62,32,311
1362005,165,48,24,237
1362009,422,121,61,604
1362019,235,68,34,337
1362020,108,31,16,155
1362022,129,37,19,185
1362023,177,51,26,254
1362024,186,53,27,266
1362025,37,10,6,53
1362034,19,6,3,28
1362038,281,80,41,402
1362040,333,96,48,477
1362041,129,37,19,185
1362044,177,51,26,254
1362050,14,4,3,21
1362055,11,4,2,17
1362066,70,20,11,101
1362073,128,36,19,183
1362098,13,4,2,19
1362100,333,95,48,476
1362102,199,57,29,285
1362133,6,2,1,9
1362135,191,54,28,273
1362136,11,4,2,17
1362162,150,43,22,215
1362176,8,2,2,12
1362179,9,2,2,13
1362181,13,4,2,19
1362182,80,23,12,115
1362183,168,48,25,241
1362184,112,32,17,161
1362192,146,42,21,209
1362194,239,68,35,342
1362195,6,2,1,9
1362197,31,9,5,45
1362210,1,0,1,2
1362214,125,37,18,180
1362215,56,16,9,81
1362217,27,8,4,39
1362220,116,34,17,167
1362225,185,53,27,265
1362227,2,1,1,4
1362228,37,10,6,53
1362232,182,52,26,260
1362236,168,48,25,241
1362238,155,44,23,222
1362246,222,64,32,318
1362251,217,62,31,310
1362256,208,60,30,298
1362258,19,6,3,28
1362267,21,6,3,30
1362269,142,41,21,204
1362270,79,23,12,114
1362271,42,12,7,61
1362273,172,49,25,246
1362275,103,30,15,148
1362281,56,16,8,80
1362283,333,96,48,477
1362289,165,48,24,237
1362290,66,19,10,95
1362291,135,39,20,194
1362293,140,40,20,200
1362294,307,88,44,439
1362307,161,46,24,231
1362309,183,52,27,262
1362319,36,10,6,52
1362320,3,1,1,5
1362322,49,14,8,71
1362325,184,52,27,263
1362327,324,92,47,463
1362330,57,16,9,82
1362331,144,42,21,207
1362332,251,72,36,359
1362333,23,6,4,33
1362340,178,51,26,255
1362348,146,42,21,209
1362350,245,70,36,351
1362353,244,71,35,350
1362360,204,58,30,292
1362361,172,50,25,247
1362363,178,51,26,255
1362367,5,2,1,8
1362368,67,19,10,96
1362369,172,49,25,246
1362375,191,54,28,273
1362380,329,94,48,471
1362385,135,39,20,194
1362387,56,16,9,81
1362394,164,47,24,235
1362396,78,22,12,112
1362399,356,102,51,509
1362403,146,42,21,209
1362404,98,28,14,140
1362405,133,38,20,191
1362406,295,84,43,422
1362409,35,10,5,50
1362410,42,12,7,61
1362414,119,34,18,171
1362415,103,30,15,148
1362417,291,84,42,417
1362422,227,65,33,325
1362424,164,47,24,235
1362427,318,91,46,455
1362429,233,66,34,333
1362433,197,56,29,282
1362438,284,81,41,406
1362441,239,68,35,342
1362442,163,47,24,234
1362443,229,66,33,328
1362447,358,102,52,512
1362451,167,48,24,239
1362452,102,29,15,146
1362453,125,36,18,179
1362454,213,61,31,305
1362458,5,2,1,8
1362460,135,39,20,194
1362462,235,68,34,337
1362465,231,66,34,331
1362469,65,19,10,94
1362471,133,38,20,191
1362472,116,34,17,167
1362473,231,66,34,331
1362481,140,40,20,200
1362482,126,36,19,181
1362485,291,83,42,416
1362486,361,104,52,517
1362487,36,10,6,52
1362488,186,53,27,266
1362489,198,57,29,284
1362492,254,72,37,363
1362495,203,58,30,291
1362496,14,4,3,21
1362497,16,4,3,23
1362498,84,24,12,120
1362499,244,71,35,350
1362500,8,2,2,12
1362501,30,8,5,43
1362502,4,1,1,6
1362516,187,54,27,268
1362525,137,39,20,196
1362531,161,46,23,230
1362533,276,79,40,395
1362576,170,49,25,244
1362581,93,26,14,133
1362582,116,34,17,167
1362592,142,41,21,204
1362600,142,41,21,204
1362607,81,23,12,116
1362620,151,43,22,216
1362626,279,80,40,399
1362645,214,62,31,307
1362648,246,70,36,352
1362650,170,49,25,244
1362651,83,24,12,119
1362653,280,80,41,401
1362657,11,3,2,16
1362667,41,12,6,59
1362682,14,4,2,20
1362684,19,6,3,28
1362687,175,50,25,250
1362697,166,48,24,238
1362711,212,61,31,304
1362716,178,51,26,255
1362719,198,57,29,284
1362729,177,50,26,253
1362730,163,47,24,234
1362738,15,4,3,22
1362745,192,55,28,275
1362746,361,104,52,517
1362752,9,3,2,14
1362754,126,36,19,181
1362756,112,32,16,160
1362811,161,46,23,230
1362827,21,6,4,31
1362831,14,4,2,20
1362842,310,88,45,443
1362855,64,18,10,92
1362856,352,100,51,503
1362892,218,62,32,312
1362898,169,48,25,242
1362899,216,62,31,309
1362901,137,40,20,197
1362903,162,46,24,232
1362912,318,91,46,455
1362913,17,5,3,25
1362928,167,48,24,239
1362929,158,45,23,226
1362940,205,59,30,294
1362946,316,90,46,452
1362951,226,65,33,324
1362952,221,64,32,317
1362963,393,112,57,562
1362967,186,53,27,266
1362968,4,1,1,6
1362973,56,16,9,81
1362982,359,103,52,514
1362985,240,68,35,343
1362987,373,106,54,533
1362990,258,74,37,369
1362995,128,36,19,183
1362998,5,2,1,8
1363005,171,49,25,245
1363006,161,46,23,230
1363014,129,37,19,185
1363016,177,50,26,253
1363021,291,84,42,417
1363041,30,9,5,44
1363043,6,2,1,9
1363045,165,48,24,237
1363046,251,72,36,359
1363052,4,2,1,7
1363053,56,16,8,80
1363055,11,3,2,16
1363056,119,34,18,171
1363062,10,3,2,15
1363067,2,0,1,3
1363068,283,81,41,405
1363069,5,2,1,8
1363079,1,0,1,2
1363087,51,15,8,74
1363101,300,86,43,429
1363110,180,52,26,258
1363111,105,30,16,151
1363112,27,8,4,39
1363116,207,60,30,297
1363125,282,80,41,403
1363128,343,98,49,490
1363129,294,84,42,420
1363130,301,86,44,431
1363133,151,43,22,216
1363134,147,42,22,211
1363136,176,50,26,252
1363137,27,8,4,39
1363138,195,56,28,279
1363142,420,120,60,600
1363148,249,71,36,356
1363149,188,54,27,269
1363165,227,65,33,325
1363167,9,3,2,14
1363170,157,45,23,225
1363173,361,103,52,516
1363179,214,61,31,306
1363180,231,66,34,331
